user_id,date,age,age_group,social_media_hours,work_or_study_hours,entertainment_hours,total_screen_time,primary_device,internet_type
679,4/18/2024,27,26-35,0.8,1.2,2.1,4.1,Tablet,WiFi
680,8/27/2024,33,26-35,3.2,4.4,3,10.6,Tablet,WiFi
681,3/14/2024,20,19-25,4,1.1,2.8,7.9,Laptop,Mobile Data
682,3/27/2024,31,26-35,1.1,3.4,0.8,5.3,Tablet,Mobile Data
683,7/5/2024,22,19-25,1,4.1,3.1,8.2,Tablet,Mobile Data
684,5/19/2024,54,46-60,3.3,5.9,2.5,11.7,Mobile,WiFi
685,1/20/2024,70,60+,0.9,4.2,3,8.1,Tablet,WiFi
686,1/20/2024,17,13-18,3.3,5.6,0.7,9.6,Laptop,Mobile Data
687,1/7/2024,24,19-25,3.8,3.1,0.8,7.7,Tablet,WiFi
688,8/7/2024,75,60+,1.8,3.4,1.8,7,Laptop,Mobile Data
689,12/11/2024,59,46-60,1.3,4.3,1.1,6.7,Laptop,WiFi
690,4/1/2024,39,36-45,3.1,4,1.2,8.3,Mobile,WiFi
691,5/3/2024,70,60+,0.8,1.4,2.4,4.6,Laptop,WiFi
692,9/25/2024,42,36-45,2.6,2,1.4,6,Mobile,Mobile Data
693,11/16/2024,58,46-60,0.5,2.4,3,5.9,Mobile,WiFi
694,7/30/2024,13,13-18,2.6,5.9,2,10.5,Mobile,WiFi
695,7/8/2024,14,13-18,3,1.8,2.7,7.5,Mobile,Mobile Data
696,12/28/2024,26,26-35,3.9,6.5,0.6,11,Tablet,Mobile Data
697,9/13/2024,68,60+,2.4,3.9,1,7.3,Tablet,WiFi
698,4/10/2024,24,19-25,0.5,4.8,3.5,8.8,Tablet,WiFi
699,11/28/2024,41,36-45,0.3,6.8,3.2,10.3,Laptop,WiFi
700,11/25/2024,26,26-35,0.9,3.3,1.2,5.4,Laptop,Mobile Data
701,9/2/2024,14,13-18,2.1,1.6,3.2,6.9,Tablet,Mobile Data
702,6/11/2024,13,13-18,1.4,3.4,2.7,7.5,Laptop,Mobile Data
703,8/3/2024,53,46-60,0.8,3.3,2.1,6.2,Laptop,WiFi
704,12/15/2024,29,26-35,1.2,4,1.4,6.6,Mobile,WiFi
705,2/9/2024,53,46-60,0.4,1.7,1.5,3.6,Tablet,Mobile Data
706,1/8/2024,21,19-25,1.1,2,2.8,5.9,Tablet,WiFi
707,4/3/2024,33,26-35,3.3,2.8,1.2,7.3,Laptop,WiFi
708,8/5/2024,20,19-25,3.3,2,1.2,6.5,Laptop,Mobile Data
709,12/16/2024,22,19-25,1,3.3,0.7,5,Laptop,Mobile Data
710,8/21/2024,20,19-25,3.3,2.8,1.4,7.5,Tablet,Mobile Data
711,1/27/2024,22,19-25,3.4,5.9,2.7,12,Laptop,WiFi
712,5/30/2024,15,13-18,3.7,5.6,3.2,12.5,Laptop,WiFi
713,8/14/2024,35,26-35,3,2.5,1.1,6.6,Mobile,Mobile Data
714,10/4/2024,75,60+,1.1,4.4,1.9,7.4,Tablet,WiFi
715,11/8/2024,50,46-60,3.7,7,1.3,12,Tablet,WiFi
716,10/6/2024,63,60+,1.8,5.4,2.4,9.6,Mobile,WiFi
717,12/28/2024,45,36-45,2,3.6,3.4,9,Mobile,WiFi
718,7/30/2024,40,36-45,3.9,4.1,2.1,10.1,Laptop,Mobile Data
719,6/28/2024,51,46-60,1.4,1.6,2.7,5.7,Tablet,WiFi
720,1/23/2024,17,13-18,3.2,2.1,2.9,8.2,Mobile,Mobile Data
721,8/18/2024,42,36-45,2.2,5.1,1.3,8.6,Mobile,Mobile Data
722,4/14/2024,43,36-45,0.9,3.4,3.2,7.5,Laptop,WiFi
723,11/19/2024,38,36-45,2.7,5.1,0.8,8.6,Laptop,Mobile Data
724,6/12/2024,25,19-25,3.6,2.3,2.7,8.6,Tablet,WiFi
725,1/29/2024,27,26-35,3.8,2.7,1,7.5,Mobile,Mobile Data
726,8/4/2024,31,26-35,0.3,2.7,0.9,3.9,Mobile,Mobile Data
727,1/22/2024,36,36-45,3.6,4,1.7,9.3,Laptop,WiFi
728,8/9/2024,27,26-35,2.3,4.2,1.5,8,Laptop,WiFi
729,8/10/2024,27,26-35,0.8,5.4,3.4,9.6,Tablet,Mobile Data
730,12/18/2024,46,46-60,2.4,6.2,2.1,10.7,Tablet,WiFi
731,9/7/2024,22,19-25,1,6.8,0.9,8.7,Laptop,Mobile Data
732,1/24/2024,28,26-35,3,2.3,1.3,6.6,Tablet,Mobile Data
733,8/6/2024,41,36-45,1.3,3.8,0.9,6,Laptop,Mobile Data
734,3/1/2024,61,60+,1.9,5.2,0.6,7.7,Tablet,WiFi
735,12/14/2024,73,60+,1.2,6.7,3,10.9,Tablet,WiFi
736,6/28/2024,69,60+,0.5,6.3,2.8,9.6,Tablet,Mobile Data
737,6/19/2024,33,26-35,1.8,3.8,2.8,8.4,Tablet,WiFi
738,3/19/2024,26,26-35,3.9,6.7,1.4,12,Tablet,WiFi
739,7/13/2024,38,36-45,0.5,1.1,3.2,4.8,Laptop,WiFi
740,9/16/2024,28,26-35,2.2,1,2.2,5.4,Laptop,Mobile Data
741,2/24/2024,54,46-60,1.7,3.2,2.4,7.3,Tablet,Mobile Data
742,11/11/2024,37,36-45,2.7,2.6,0.5,5.8,Tablet,WiFi
743,4/21/2024,45,36-45,3.9,6.8,2.9,13.6,Tablet,WiFi
744,9/9/2024,14,13-18,0.8,6.9,1.1,8.8,Tablet,WiFi
745,8/4/2024,19,19-25,2.5,4.7,3.1,10.3,Mobile,WiFi
746,10/5/2024,71,60+,3.7,2.4,0.6,6.7,Mobile,WiFi
747,12/20/2024,35,26-35,0.7,5.6,0.8,7.1,Laptop,Mobile Data
748,1/27/2024,17,13-18,0.5,3.3,1.2,5,Tablet,WiFi
749,2/4/2024,53,46-60,2.7,6.6,1.7,11,Laptop,WiFi
750,5/16/2024,15,13-18,3.3,4.7,3.3,11.3,Tablet,WiFi
751,7/25/2024,56,46-60,1.1,3.6,1.3,6,Mobile,WiFi
752,5/17/2024,51,46-60,0.8,1.1,3.2,5.1,Tablet,WiFi
753,12/30/2024,20,19-25,0.7,5.3,2.8,8.8,Tablet,Mobile Data
754,9/1/2024,37,36-45,4,6.9,2.1,13,Mobile,Mobile Data
755,6/16/2024,62,60+,2.4,5.4,2.4,10.2,Mobile,WiFi
756,5/15/2024,26,26-35,0.9,4.1,2.5,7.5,Mobile,Mobile Data
757,6/3/2024,22,19-25,0.3,4.5,2.8,7.6,Laptop,Mobile Data
758,12/14/2024,24,19-25,0.9,3.9,1.9,6.7,Tablet,WiFi
759,12/9/2024,35,26-35,3.8,1.4,0.6,5.8,Laptop,WiFi
760,12/29/2024,59,46-60,2.1,6.4,3.3,11.8,Laptop,WiFi
761,1/14/2024,33,26-35,0.3,1.4,3.4,5.1,Mobile,Mobile Data
762,10/15/2024,40,36-45,1.8,4.7,3,9.5,Tablet,Mobile Data
763,8/13/2024,25,19-25,1.3,2.8,1.4,5.5,Mobile,Mobile Data
764,7/27/2024,74,60+,0.6,4.3,2.2,7.1,Mobile,WiFi
765,9/7/2024,30,26-35,2.8,7,2.2,12,Mobile,WiFi
766,7/6/2024,55,46-60,3.3,6.2,1.5,11,Tablet,Mobile Data
767,1/16/2024,28,26-35,0.6,4,2.3,6.9,Laptop,Mobile Data
768,7/16/2024,72,60+,0.4,6.9,1.3,8.6,Mobile,Mobile Data
769,12/10/2024,22,19-25,2.5,1.4,2.2,6.1,Tablet,Mobile Data
770,10/3/2024,33,26-35,3.7,1.7,0.9,6.3,Laptop,WiFi
771,10/24/2024,64,60+,3.8,2.7,2.4,8.9,Tablet,Mobile Data
772,2/26/2024,75,60+,0.6,1.9,2.4,4.9,Tablet,Mobile Data
773,6/4/2024,13,13-18,3.4,3.2,3.2,9.8,Tablet,WiFi
774,9/30/2024,57,46-60,0.5,5.6,3.5,9.6,Mobile,Mobile Data
775,7/6/2024,75,60+,1.7,1.5,2.8,6,Tablet,Mobile Data
776,2/15/2024,34,26-35,3,3.5,3.3,9.8,Mobile,WiFi
777,8/19/2024,28,26-35,1.6,6.5,1.9,10,Laptop,Mobile Data
778,6/26/2024,39,36-45,1.5,2.6,3.2,7.3,Laptop,WiFi
779,5/12/2024,35,26-35,2.8,3.8,2.3,8.9,Mobile,Mobile Data
780,8/5/2024,71,60+,3.4,6.2,2.3,11.9,Tablet,Mobile Data
781,12/21/2024,41,36-45,1.1,3.9,3.1,8.1,Tablet,WiFi
782,12/11/2024,24,19-25,0.4,4.2,3.3,7.9,Tablet,Mobile Data
783,3/26/2024,30,26-35,1.4,3.8,3,8.2,Mobile,WiFi
784,9/25/2024,38,36-45,3.3,5.4,0.8,9.5,Mobile,WiFi
785,4/12/2024,19,19-25,2.3,4.5,1.3,8.1,Laptop,WiFi
786,7/4/2024,74,60+,2.5,4.8,1.4,8.7,Tablet,WiFi
787,5/4/2024,56,46-60,1.4,5.3,1.5,8.2,Mobile,WiFi
788,10/10/2024,69,60+,1.1,2,2.3,5.4,Mobile,Mobile Data
789,8/9/2024,13,13-18,3.3,6.7,2.6,12.6,Tablet,Mobile Data
790,9/5/2024,56,46-60,1.8,6.9,1.3,10,Tablet,Mobile Data
791,3/2/2024,49,46-60,1.6,2.2,1.2,5,Tablet,Mobile Data
792,12/29/2024,42,36-45,0.2,5.5,1,6.7,Tablet,WiFi
793,6/4/2024,22,19-25,3.9,1.5,0.6,6,Tablet,Mobile Data
794,9/24/2024,45,36-45,0.8,3.8,1.4,6,Tablet,WiFi
795,4/15/2024,60,46-60,3.4,3.2,1.8,8.4,Tablet,WiFi
796,10/1/2024,16,13-18,1.8,1,3.4,6.2,Tablet,WiFi
797,10/28/2024,50,46-60,1.8,4.1,2.6,8.5,Tablet,Mobile Data
798,3/17/2024,21,19-25,1.1,5.8,2,8.9,Mobile,WiFi
799,4/14/2024,52,46-60,1.2,4.2,0.8,6.2,Laptop,Mobile Data
800,10/14/2024,15,13-18,1.1,3.7,3.1,7.9,Laptop,Mobile Data
801,4/4/2024,49,46-60,0.6,4,1,5.6,Mobile,Mobile Data
802,12/15/2024,22,19-25,2.5,2,2.7,7.2,Mobile,WiFi
803,5/9/2024,40,36-45,2.2,2.5,1.4,6.1,Tablet,Mobile Data
804,10/26/2024,19,19-25,2.2,4.5,2.4,9.1,Tablet,WiFi
805,8/14/2024,43,36-45,2.2,1.3,3.5,7,Tablet,Mobile Data
806,4/11/2024,32,26-35,0.9,1.6,1.3,3.8,Mobile,Mobile Data
807,5/7/2024,19,19-25,0.8,5.5,2.9,9.2,Tablet,Mobile Data
808,8/31/2024,13,13-18,3.6,5.5,1.9,11,Laptop,WiFi
809,2/11/2024,65,60+,3.4,2.4,1.2,7,Laptop,WiFi
810,12/26/2024,41,36-45,0.5,5.7,1.5,7.7,Tablet,WiFi
811,5/28/2024,28,26-35,0.4,1.1,0.9,2.4,Laptop,Mobile Data
812,2/11/2024,56,46-60,1.3,3.6,1.9,6.8,Mobile,WiFi
813,9/15/2024,21,19-25,2.6,3.9,3.1,9.6,Laptop,Mobile Data
814,11/30/2024,42,36-45,1.8,3.1,3.3,8.2,Mobile,WiFi
815,12/27/2024,18,13-18,3.7,2.9,0.7,7.3,Laptop,Mobile Data
816,10/10/2024,64,60+,1.2,2,0.6,3.8,Tablet,Mobile Data
817,6/9/2024,30,26-35,0.9,5.2,2,8.1,Tablet,WiFi
818,9/10/2024,28,26-35,3,6.4,2,11.4,Laptop,Mobile Data
819,11/29/2024,36,36-45,2.9,3.4,2,8.3,Laptop,WiFi
820,8/29/2024,59,46-60,1,5.8,2.9,9.7,Mobile,Mobile Data
821,12/19/2024,71,60+,2.1,5.9,1.7,9.7,Tablet,Mobile Data
822,6/9/2024,14,13-18,2.9,2.4,3,8.3,Laptop,Mobile Data
823,12/31/2024,58,46-60,1.6,2.3,3.5,7.4,Tablet,Mobile Data
824,5/3/2024,38,36-45,3.5,2,3.3,8.8,Laptop,Mobile Data
825,6/15/2024,56,46-60,0.5,1.3,0.5,2.3,Mobile,Mobile Data
826,4/23/2024,18,13-18,1.5,6.4,3.1,11,Mobile,Mobile Data
827,11/22/2024,22,19-25,1.5,4.2,1,6.7,Mobile,Mobile Data
828,6/23/2024,64,60+,1.1,6.1,2,9.2,Tablet,Mobile Data
829,12/2/2024,40,36-45,0.9,6.3,1.5,8.7,Laptop,Mobile Data
830,9/4/2024,13,13-18,1.1,5.3,1.5,7.9,Mobile,Mobile Data
831,8/19/2024,42,36-45,2.5,1.1,2.7,6.3,Tablet,WiFi
832,12/29/2024,35,26-35,1.8,5.6,2.9,10.3,Tablet,WiFi
833,7/11/2024,45,36-45,2.4,1.7,3.1,7.2,Mobile,Mobile Data
834,7/24/2024,46,46-60,1.2,6,1.6,8.8,Mobile,Mobile Data
835,12/29/2024,22,19-25,2.6,2.3,1.5,6.4,Laptop,WiFi
836,2/20/2024,13,13-18,3.7,2.4,1.5,7.6,Tablet,Mobile Data
837,12/5/2024,69,60+,2.1,6.8,2.6,11.5,Laptop,WiFi
838,2/23/2024,45,36-45,3.2,1.7,2.5,7.4,Tablet,WiFi
839,9/6/2024,37,36-45,0.9,5.2,3.1,9.2,Mobile,Mobile Data
840,1/31/2024,43,36-45,2.6,6.8,0.7,10.1,Laptop,WiFi
841,4/16/2024,33,26-35,0.7,6,2.1,8.8,Tablet,Mobile Data
842,1/31/2024,19,19-25,0.4,2.3,0.6,3.3,Mobile,Mobile Data
843,11/26/2024,61,60+,2.9,6.6,0.5,10,Tablet,Mobile Data
844,9/1/2024,64,60+,0.7,2.4,3.5,6.6,Tablet,WiFi
845,8/18/2024,56,46-60,2.8,6.7,2.3,11.8,Tablet,Mobile Data
846,8/25/2024,15,13-18,2.3,4.9,0.9,8.1,Laptop,WiFi
847,6/2/2024,56,46-60,0.3,4.6,2.2,7.1,Tablet,WiFi
848,5/26/2024,73,60+,0.9,3.4,3,7.3,Mobile,Mobile Data
849,5/1/2024,65,60+,3.1,2.9,3.5,9.5,Mobile,WiFi
850,7/21/2024,31,26-35,2.8,1.9,3.1,7.8,Tablet,WiFi
851,2/29/2024,19,19-25,2.8,3.8,1.6,8.2,Mobile,Mobile Data
852,3/4/2024,13,13-18,3.4,1.6,2.7,7.7,Tablet,WiFi
853,7/8/2024,36,36-45,1.5,2.1,3.3,6.9,Mobile,WiFi
854,7/22/2024,41,36-45,0.5,4.2,0.8,5.5,Laptop,Mobile Data
855,3/15/2024,48,46-60,1.6,5.1,3.5,10.2,Mobile,Mobile Data
856,3/7/2024,45,36-45,0.9,2.5,3.2,6.6,Mobile,WiFi
857,8/30/2024,16,13-18,2.2,4.6,1.8,8.6,Mobile,WiFi
858,8/29/2024,19,19-25,3.3,3.8,2.6,9.7,Mobile,WiFi
859,9/21/2024,40,36-45,3.6,1,1,5.6,Mobile,WiFi
860,3/14/2024,61,60+,3.5,2.2,2.4,8.1,Laptop,WiFi
861,3/26/2024,33,26-35,2.1,3,2.1,7.2,Mobile,Mobile Data
862,4/17/2024,22,19-25,1.9,1.1,0.8,3.8,Mobile,Mobile Data
863,7/28/2024,36,36-45,3.3,6.9,3.5,13.7,Laptop,WiFi
864,1/4/2024,45,36-45,2.5,2.9,1.3,6.7,Laptop,Mobile Data
865,9/28/2024,46,46-60,3.9,4.1,1.8,9.8,Laptop,Mobile Data
866,9/14/2024,13,13-18,2.3,5.9,2,10.2,Laptop,Mobile Data
867,6/19/2024,22,19-25,0.4,1.7,1.5,3.6,Mobile,WiFi
868,1/27/2024,16,13-18,2.1,3,2.7,7.8,Tablet,WiFi
869,2/29/2024,54,46-60,0.3,1.3,2.1,3.7,Tablet,Mobile Data
870,7/28/2024,33,26-35,3.8,3.3,2.4,9.5,Mobile,WiFi
871,7/5/2024,25,19-25,1.1,2.4,3,6.5,Mobile,Mobile Data
872,11/5/2024,33,26-35,0.6,1.6,2.9,5.1,Mobile,WiFi
873,11/7/2024,15,13-18,2.1,3.5,3.4,9,Tablet,Mobile Data
874,10/21/2024,17,13-18,2.5,6.7,1.9,11.1,Laptop,WiFi
875,1/9/2024,26,26-35,1,2.2,2.8,6,Tablet,WiFi
876,7/3/2024,52,46-60,3.2,1.6,0.5,5.3,Tablet,Mobile Data
877,11/18/2024,14,13-18,1.2,4.2,1.4,6.8,Laptop,WiFi
878,5/10/2024,44,36-45,1.4,1.3,3.3,6,Mobile,Mobile Data
879,4/20/2024,30,26-35,1.9,6.4,0.6,8.9,Mobile,Mobile Data
880,11/16/2024,32,26-35,3,5.5,1.4,9.9,Mobile,WiFi
881,2/1/2024,56,46-60,1.4,3.6,3,8,Mobile,Mobile Data
882,8/1/2024,42,36-45,3.8,4,3.4,11.2,Tablet,WiFi
883,4/17/2024,43,36-45,3.2,5.1,1.3,9.6,Tablet,Mobile Data
884,11/5/2024,30,26-35,1.2,6.9,1,9.1,Mobile,Mobile Data
885,10/25/2024,66,60+,3.6,6,2.3,11.9,Tablet,Mobile Data
886,10/21/2024,61,60+,1.9,5.2,3.3,10.4,Mobile,WiFi
887,7/8/2024,22,19-25,3.4,6,2.1,11.5,Laptop,WiFi
888,4/8/2024,36,36-45,0.4,4.9,1.3,6.6,Laptop,WiFi
889,2/29/2024,63,60+,0.7,1.3,1.1,3.1,Tablet,WiFi
890,5/18/2024,68,60+,0.9,3,0.7,4.6,Mobile,Mobile Data
891,12/8/2024,31,26-35,0.8,1.6,2.2,4.6,Tablet,Mobile Data
892,8/23/2024,73,60+,2.8,2.3,1,6.1,Laptop,Mobile Data
893,3/31/2024,31,26-35,3.6,1.1,2.9,7.6,Laptop,Mobile Data
894,10/31/2024,21,19-25,2.2,6.4,2.2,10.8,Mobile,WiFi
895,1/22/2024,62,60+,1.6,4.3,0.9,6.8,Laptop,WiFi
896,3/13/2024,17,13-18,2.4,2.3,3.1,7.8,Tablet,WiFi
897,11/3/2024,62,60+,1.3,4.8,0.7,6.8,Laptop,WiFi
898,4/30/2024,55,46-60,0.7,4.8,0.5,6,Tablet,Mobile Data
899,7/5/2024,56,46-60,3,3,1.1,7.1,Mobile,Mobile Data
900,1/17/2024,75,60+,1.7,6.8,1.2,9.7,Laptop,Mobile Data
901,7/17/2024,23,19-25,3.1,5.3,2.8,11.2,Tablet,Mobile Data
902,4/6/2024,66,60+,3,4.6,1.6,9.2,Laptop,Mobile Data
903,10/17/2024,44,36-45,1.7,7,3.2,11.9,Tablet,WiFi
904,5/24/2024,39,36-45,3.4,1.8,1.3,6.5,Laptop,Mobile Data
905,10/5/2024,62,60+,2.5,1.7,2.5,6.7,Mobile,WiFi
906,2/4/2024,36,36-45,1.7,1.8,2.1,5.6,Laptop,WiFi
907,1/3/2024,19,19-25,2.3,6,3.4,11.7,Mobile,WiFi
908,6/1/2024,53,46-60,0.7,3.7,3.1,7.5,Laptop,Mobile Data
909,2/1/2024,19,19-25,2.3,1.8,1.9,6,Mobile,Mobile Data
910,12/20/2024,49,46-60,2.6,1.5,0.7,4.8,Tablet,WiFi
911,3/14/2024,22,19-25,1.3,1,2.2,4.5,Tablet,Mobile Data
912,5/10/2024,54,46-60,2.3,2.9,2.6,7.8,Mobile,Mobile Data
913,3/16/2024,24,19-25,3.5,2.3,0.8,6.6,Mobile,Mobile Data
914,12/20/2024,44,36-45,1.3,5,0.9,7.2,Laptop,Mobile Data
915,1/19/2024,41,36-45,3.5,5.2,2.8,11.5,Tablet,WiFi
916,7/24/2024,21,19-25,1.5,5.5,1.1,8.1,Mobile,Mobile Data
917,4/2/2024,37,36-45,1.2,4.8,1,7,Laptop,Mobile Data
918,7/2/2024,42,36-45,1.6,2.1,3.3,7,Laptop,Mobile Data
919,11/4/2024,53,46-60,1.7,6,2.2,9.9,Tablet,WiFi
920,5/22/2024,35,26-35,1.4,4.3,2.5,8.2,Mobile,Mobile Data
921,2/21/2024,13,13-18,1.9,5.8,0.6,8.3,Mobile,Mobile Data
922,2/17/2024,61,60+,0.7,4.8,2.7,8.2,Tablet,Mobile Data
923,1/8/2024,29,26-35,2.5,3.3,0.6,6.4,Laptop,Mobile Data
924,2/23/2024,46,46-60,1,1.2,0.7,2.9,Mobile,Mobile Data
925,4/13/2024,19,19-25,3.8,1.6,1.8,7.2,Mobile,WiFi
926,5/8/2024,20,19-25,3.4,3.1,2.9,9.4,Mobile,Mobile Data
927,12/18/2024,22,19-25,1.7,1.2,1.1,4,Mobile,Mobile Data
928,5/6/2024,48,46-60,2.9,6.5,3.2,12.6,Laptop,Mobile Data
929,3/23/2024,27,26-35,3.8,2.9,3.2,9.9,Laptop,WiFi
930,12/18/2024,17,13-18,0.6,6.5,2.2,9.3,Mobile,WiFi
931,2/12/2024,25,19-25,0.4,4.4,2.7,7.5,Tablet,Mobile Data
932,1/28/2024,21,19-25,2.8,6.8,3.2,12.8,Mobile,WiFi
933,1/29/2024,71,60+,1.4,4.6,2.9,8.9,Mobile,Mobile Data
934,7/1/2024,16,13-18,2.1,6,2.9,11,Mobile,Mobile Data
935,1/16/2024,26,26-35,3.9,5.6,1.7,11.2,Mobile,WiFi
936,2/10/2024,20,19-25,3.6,2.1,0.6,6.3,Mobile,WiFi
937,9/5/2024,28,26-35,2.5,2.8,3.5,8.8,Laptop,WiFi
938,9/14/2024,21,19-25,0.5,4.3,1.5,6.3,Laptop,WiFi
939,3/23/2024,16,13-18,1,4.6,1.5,7.1,Mobile,WiFi
940,11/20/2024,61,60+,1.4,4.4,0.8,6.6,Tablet,WiFi
941,9/1/2024,26,26-35,1.7,6.9,0.6,9.2,Mobile,WiFi
942,3/7/2024,60,46-60,1.6,3.5,0.7,5.8,Laptop,WiFi
943,7/2/2024,17,13-18,2.2,1.3,1.7,5.2,Laptop,Mobile Data
944,9/5/2024,16,13-18,0.7,6.3,2,9,Laptop,WiFi
945,5/19/2024,18,13-18,0.7,6.2,2.5,9.4,Mobile,WiFi
946,12/1/2024,63,60+,2.4,4.1,1,7.5,Laptop,Mobile Data
947,9/20/2024,70,60+,2.1,3.9,1.5,7.5,Mobile,Mobile Data
948,5/24/2024,43,36-45,1.4,1.2,0.9,3.5,Mobile,WiFi
949,6/21/2024,50,46-60,4,4.9,1.4,10.3,Mobile,Mobile Data
950,11/23/2024,15,13-18,0.8,2.3,2.2,5.3,Mobile,Mobile Data
951,6/2/2024,22,19-25,1.7,1.6,1.4,4.7,Laptop,WiFi
952,9/3/2024,42,36-45,0.4,5.3,1.4,7.1,Tablet,Mobile Data
953,8/21/2024,31,26-35,1.8,4.9,2.7,9.4,Tablet,WiFi
954,11/21/2024,43,36-45,1.7,6.5,2.8,11,Laptop,Mobile Data
955,7/18/2024,50,46-60,2.2,4.5,3,9.7,Tablet,WiFi
956,9/4/2024,64,60+,2.9,1.6,0.6,5.1,Laptop,WiFi
957,2/18/2024,19,19-25,2.5,2,3.4,7.9,Laptop,Mobile Data
958,11/6/2024,25,19-25,2.9,4.9,3.4,11.2,Mobile,Mobile Data
959,2/21/2024,65,60+,0.4,6,1.3,7.7,Mobile,Mobile Data
960,2/7/2024,58,46-60,3.8,2.1,2.7,8.6,Tablet,WiFi
961,1/10/2024,24,19-25,2.4,2.5,0.9,5.8,Mobile,WiFi
962,3/10/2024,67,60+,2.4,2,1.3,5.7,Laptop,Mobile Data
963,11/28/2024,45,36-45,0.3,2.8,2.1,5.2,Tablet,Mobile Data
964,12/24/2024,16,13-18,3.7,5.4,1.5,10.6,Laptop,Mobile Data
965,2/19/2024,63,60+,2.6,1.4,0.9,4.9,Tablet,Mobile Data
966,9/26/2024,28,26-35,1.1,3.7,1.5,6.3,Laptop,Mobile Data
967,7/18/2024,14,13-18,2.3,4.5,0.7,7.5,Laptop,Mobile Data
968,6/24/2024,40,36-45,1.2,1.3,1.4,3.9,Tablet,WiFi
969,6/17/2024,24,19-25,2,4.4,1.8,8.2,Tablet,Mobile Data
970,8/3/2024,16,13-18,1.1,2,1,4.1,Laptop,WiFi
971,3/2/2024,19,19-25,0.9,1.5,3.1,5.5,Tablet,WiFi
972,1/24/2024,17,13-18,1.8,5.6,2.2,9.6,Laptop,Mobile Data
973,5/15/2024,59,46-60,0.4,5.8,1.4,7.6,Mobile,Mobile Data
974,11/16/2024,16,13-18,2.6,4,3,9.6,Laptop,Mobile Data
975,5/28/2024,35,26-35,0.3,3,2.5,5.8,Laptop,WiFi
976,11/12/2024,31,26-35,2.7,3.3,3.2,9.2,Mobile,Mobile Data
977,3/11/2024,45,36-45,3.6,7,1.7,12.3,Mobile,WiFi
978,11/15/2024,17,13-18,0.4,2.9,2.3,5.6,Mobile,WiFi
979,6/24/2024,14,13-18,0.7,5.9,1.8,8.4,Mobile,Mobile Data
980,10/2/2024,20,19-25,3.2,5.9,1,10.1,Tablet,WiFi
981,8/22/2024,44,36-45,0.4,1.8,1,3.2,Laptop,Mobile Data
982,7/19/2024,69,60+,3.6,4.7,1.4,9.7,Tablet,WiFi
983,8/24/2024,50,46-60,1.2,5.9,0.8,7.9,Mobile,WiFi
984,2/29/2024,74,60+,0.2,5.1,3.5,8.8,Mobile,WiFi
985,7/20/2024,17,13-18,2.6,5.3,1.1,9,Tablet,WiFi
986,12/1/2024,59,46-60,1.4,4.3,0.9,6.6,Tablet,WiFi
987,5/26/2024,28,26-35,3.5,5.9,2.1,11.5,Tablet,Mobile Data
988,11/8/2024,67,60+,1.8,3.5,1.1,6.4,Laptop,Mobile Data
989,5/14/2024,61,60+,2.7,5.9,2,10.6,Mobile,WiFi
990,1/18/2024,69,60+,2.2,2.6,1.7,6.5,Laptop,WiFi
991,9/5/2024,50,46-60,3.7,4,3.3,11,Laptop,Mobile Data
992,4/5/2024,26,26-35,3.2,3.4,2.9,9.5,Tablet,WiFi
993,4/23/2024,26,26-35,2.8,5,2.4,10.2,Tablet,Mobile Data
994,11/4/2024,25,19-25,3.5,4.6,2.6,10.7,Mobile,Mobile Data
995,2/21/2024,33,26-35,1.2,3.5,1,5.7,Laptop,Mobile Data
996,4/9/2024,38,36-45,3.8,1.1,1.8,6.7,Mobile,Mobile Data
997,4/24/2024,35,26-35,3.9,5.4,0.9,10.2,Laptop,Mobile Data
998,10/5/2024,23,19-25,2,7,1.6,10.6,Tablet,Mobile Data
999,2/13/2024,52,46-60,1.4,1,0.7,3.1,Laptop,Mobile Data
1000,5/4/2024,17,13-18,3.1,2.3,0.7,6.1,Tablet,Mobile Data
1001,6/30/2024,39,36-45,2.1,5.5,3.3,10.9,Tablet,WiFi
1002,9/4/2024,63,60+,0.4,2.2,2.9,5.5,Mobile,WiFi
1003,8/25/2024,59,46-60,0.8,4.2,1.2,6.2,Tablet,WiFi
1004,12/5/2024,30,26-35,3,2,0.9,5.9,Mobile,Mobile Data
1005,5/4/2024,26,26-35,2.3,3.1,0.9,6.3,Laptop,WiFi
1006,9/6/2024,36,36-45,1.5,6.3,0.9,8.7,Mobile,WiFi
1007,8/11/2024,54,46-60,2.7,3.9,2.1,8.7,Mobile,WiFi
1008,8/23/2024,60,46-60,2.5,2.1,3.2,7.8,Tablet,WiFi
1009,2/7/2024,17,13-18,2.9,1.5,3,7.4,Mobile,WiFi
1010,3/14/2024,60,46-60,0.4,4.4,0.9,5.7,Laptop,WiFi
1011,11/4/2024,68,60+,2.3,2.9,1.6,6.8,Tablet,Mobile Data
1012,10/15/2024,19,19-25,4,6.1,1.1,11.2,Mobile,WiFi
1013,5/22/2024,43,36-45,1.2,4.3,1.6,7.1,Laptop,WiFi
1014,3/4/2024,54,46-60,0.3,6.2,1.8,8.3,Mobile,Mobile Data
1015,10/15/2024,55,46-60,3.3,6,3.2,12.5,Laptop,Mobile Data
1016,4/2/2024,20,19-25,0.4,1.1,3.1,4.6,Mobile,Mobile Data
1017,2/14/2024,19,19-25,0.5,6.5,0.8,7.8,Tablet,WiFi
